Sale Completed Date,Customer Company,Customer Type,Item Description,Sale Completed Time,Sale Line Quantity Sold,Sale Line  Total 
16-11-2024,J1385B,TLTC,Head Speed MP L 2024 White/Black (L1),16-11-2024 08:26,1,279
16-11-2024,J1385B,TLTC,1/2 Set Wilson Sensation  Natural 1.30,16-11-2024 08:26,2,25
16-11-2024,L2813A,TLTC,Wilson U.S. Open Regular Duty,16-11-2024 08:33,1,7.2
16-11-2024,S1839,TLTC,G Fila Pleated Skort White (M),16-11-2024 08:40,1,55
16-11-2024,E2545,TLTC,Tennis Labour,16-11-2024 08:49,1,28
16-11-2024,E2545,TLTC,1/2 Set Babolat Syn Gut Force  Natural 1.30,16-11-2024 08:49,1,10
16-11-2024,E2545,TLTC,1/2 Set Fusion Titanium 1.18,16-11-2024 08:49,1,9
16-11-2024,H2800,TLTC,Wilson Roland Garros,16-11-2024 08:51,1,7.2
16-11-2024,U2704,TLTC,Head Raptor Eye Guard,16-11-2024 09:07,1,45
16-11-2024,S2827,TLTC,Head Radical 135 2022,16-11-2024 09:13,1,219.95
16-11-2024,C0813A,TLTC,Wilson Roland Garros,16-11-2024 09:20,1,7.2
16-11-2024,C3010,TLTC,Jr. Head Sprint Velcro 3.0 Kids - WH/BB (K 13),16-11-2024 09:20,1,63
16-11-2024,L2710,TLTC,1/2 Set Fusion Ecoplay 1.25,16-11-2024 09:25,2,21
16-11-2024,L2710,TLTC,Tennis Labour,16-11-2024 09:25,1,28
16-11-2024,B2691,TLTC,W Asics Solution Speed FF3 - White/Black (US 7.5),16-11-2024 09:36,1,133
16-11-2024,C1221,TLTC,Babolat Pure Drive 2021 (L3),16-11-2024 09:42,1,232.49
16-11-2024,M1304,TLTC,Experia Ankle Socks XL,16-11-2024 09:58,1,16
16-11-2024,C1892B,TLTC,Wilson U.S. Open Extra Duty,16-11-2024 09:59,1,7.2
16-11-2024,H2770A,TLTC,1/2 Set Polytour Pro  Yellow 1.20,16-11-2024 10:12,2,26
16-11-2024,H2770A,TLTC,Tennis Labour,16-11-2024 10:12,1,28
16-11-2024,M2784A,TLTC,W Head Revolt Pro 4.5 - White/Aqua (US 8),16-11-2024 10:40,1,125.96
16-11-2024,K1481,TLTC,M Lacoste Woven Vest  (XL),16-11-2024 10:48,1,153
16-11-2024,E2301,TLTC,Tennis Labour,16-11-2024 10:52,1,28
16-11-2024,E2301,TLTC,Wilson Shift 99 V1 White (L3),16-11-2024 10:52,1,270
16-11-2024,E2301,TLTC,1/2 Set Wilson Sensation  Natural 1.25,16-11-2024 10:52,1,12.5
16-11-2024,N2662,TLTC,Wilson U.S. Open Extra Duty,16-11-2024 10:59,1,7.2
16-11-2024,S1783,TLTC,Wilson U.S. Open Regular Duty,16-11-2024 11:01,1,7.2
16-11-2024,D1139,TLTC,1/2 Set Wilson NXT Natural 1.30,16-11-2024 11:37,2,35
16-11-2024,D1139,TLTC,Tennis Labour,16-11-2024 11:37,1,28
16-11-2024,D1139,TLTC,Head Hydrosorb Pro  Black,16-11-2024 11:37,1,15
16-11-2024,E2792A,TLTC,1/2 Set Head Velocity MLT Natural 1.30,16-11-2024 11:40,1,12
16-11-2024,E2792A,TLTC,1/2 Set Head Hawk Touch Anthracite 1.25,16-11-2024 11:40,1,10
16-11-2024,E2792A,TLTC,Tennis Labour,16-11-2024 11:40,1,28
16-11-2024,K2459,TLTC,1/2 Set Luxilon ALU Power Silver 1.25,16-11-2024 11:41,2,38
16-11-2024,K2459,TLTC,Tennis Labour,16-11-2024 11:41,1,28
16-11-2024,G2481,TLTC,Wilson U.S. Open Regular Duty,16-11-2024 11:57,1,7.2
16-11-2024,M0584,TLTC,Wilson U.S. Open Regular Duty,16-11-2024 12:52,1,7.2
16-11-2024,A2602,TLTC,Wilson U.S. Open Extra Duty,16-11-2024 13:36,1,7.2
16-11-2024,M0841,TLTC,Tennis Labour,16-11-2024 13:36,1,28
16-11-2024,M0841,TLTC,1/2 Set Head Lynx Tour Black 1.25,16-11-2024 13:36,2,30
16-11-2024,D2812,TLTC,"M Nike DF Victory 7"" Short White (M)",16-11-2024 13:50,1,64
16-11-2024,D2812,TLTC,M Nike DF Polo Solid White (M),16-11-2024 13:50,1,64
16-11-2024,P2809,TLTC,Wilson U.S. Open Extra Duty,16-11-2024 16:51,1,7.2
16-11-2024,M2807,TLTC,Wilson U.S. Open Extra Duty,16-11-2024 17:10,1,7.2
17-11-2024,G2280,TLTC,Tennis Labour,17-11-2024 07:39,1,28
17-11-2024,K1634,TLTC,Yonex Polytour Rev Full Set Mint 1.25,17-11-2024 07:44,1,31
17-11-2024,K1634,TLTC,Tennis Labour,17-11-2024 07:44,1,28
17-11-2024,K1634,TLTC,1/2 Set Head Velocity MLT Black 1.30,17-11-2024 07:44,2,24
17-11-2024,K1634,TLTC,Tennis Labour,17-11-2024 07:44,1,28
17-11-2024,C1892,TLTC,1/2 Set Luxilon Element Rose Gold 1.30,17-11-2024 07:51,2,38
17-11-2024,C1892,TLTC,1/2 Set Babolat Syn Gut Force  Natural 1.30,17-11-2024 07:51,2,20
17-11-2024,C1892,TLTC,Tennis Labour,17-11-2024 07:51,2,56
17-11-2024,K2785,TLTC,Wilson U.S. Open Extra Duty,17-11-2024 08:01,1,7.2
17-11-2024,D2796,TLTC,Wilson U.S. Open Extra Duty,17-11-2024 08:01,1,7.2
17-11-2024,L2813,TLTC,Wilson U.S. Open Extra Duty,17-11-2024 08:02,1,7.2
17-11-2024,S2683,TLTC,Wilson U.S. Open Regular Duty,17-11-2024 08:03,1,7.2
17-11-2024,M2777,TLTC,Wilson U.S. Open Regular Duty,17-11-2024 08:20,1,7.2
17-11-2024,W1710,TLTC,Wilson U.S. Open Regular Duty,17-11-2024 08:20,1,7.2
17-11-2024,S2629A,TLTC,1/2 Set Head Velocity MLT Natural 1.30,17-11-2024 08:30,2,24
17-11-2024,S2629A,TLTC,Tennis Labour,17-11-2024 08:30,1,28
17-11-2024,U0913,TLTC,Tennis Labour,17-11-2024 08:35,1,28
17-11-2024,U0913,TLTC,1/2 Set Wilson NXT Natural 1.30,17-11-2024 08:35,2,35
17-11-2024,K2785,TLTC,1/2 Set Head Velocity MLT Natural 1.25,17-11-2024 08:38,2,24
17-11-2024,K2785,TLTC,Tennis Labour,17-11-2024 08:38,1,28
17-11-2024,K2781C,TLTC,1/2 Set Luxilon Element Rose Gold 1.25,17-11-2024 08:40,1,19
17-11-2024,K2781C,TLTC,Tennis Labour,17-11-2024 08:40,1,28
17-11-2024,K2781C,TLTC,1/2 Set Wilson Sensation  Natural 1.30,17-11-2024 08:40,1,12.5
17-11-2024,S2757,TLTC,Tennis Labour,17-11-2024 08:43,1,28
17-11-2024,R1133,TLTC,Tennis Labour,17-11-2024 08:47,1,28
17-11-2024,R1133,TLTC,1/2 Set Babolat RPM Blast Black 1.30,17-11-2024 08:47,2,35
17-11-2024,P2809,TLTC,Tennis Labour,17-11-2024 08:50,1,28
17-11-2024,K2781,TLTC,Wilson U.S. Open Extra Duty Case,17-11-2024 09:06,1,149.99
17-11-2024,S0926,TLTC,Jr. Head Sprint Velcro 3.0 Kids - WH/BB (US 2),17-11-2024 09:20,1,63
17-11-2024,S0926,TLTC,M Nike Court ADVTG Top - White/Black (M),17-11-2024 09:20,1,80
17-11-2024,S0926,TLTC,Head Extreme 120 White/Black,17-11-2024 09:20,1,135
17-11-2024,S0926,TLTC,Harrow Jr. Squash Racquet Pink/Purple,17-11-2024 09:20,1,120
17-11-2024,S0926,TLTC,G Fila Full Coverage Tank White (M),17-11-2024 09:20,1,48
17-11-2024,S0926,TLTC,Head Raptor Eye Guard,17-11-2024 09:20,1,45
17-11-2024,S0926,TLTC,G Fila Pleated Skort White (M),17-11-2024 09:20,1,55
17-11-2024,B2824,TLTC,Wilson U.S. Open Regular Duty,17-11-2024 09:28,1,7.2
17-11-2024,B2833,TLTC,Wilson U.S. Open Regular Duty,17-11-2024 09:29,1,7.2
17-11-2024,E2792,TLTC,Wilson U.S. Open Regular Duty,17-11-2024 09:30,1,7.2
17-11-2024,S1314,TLTC,Squash Ball Doubles,17-11-2024 09:30,1,8
17-11-2024,M0711,TLTC,W LW TLTC Skye - WH (XS),17-11-2024 10:14,1,70
17-11-2024,M0711,TLTC,W LW TLTC Skye - WH (M),17-11-2024 10:14,1,70
17-11-2024,M0711,TLTC,Jr. Clique TLTC Hoodie White (XL),17-11-2024 10:14,1,48
17-11-2024,M1327A,TLTC,Wilson U.S. Open Regular Duty,17-11-2024 10:21,1,7.2
17-11-2024,M2175,TLTC,Wilson Roland Garros,17-11-2024 10:22,1,7.2
17-11-2024,W2580,TLTC,1/2 Set Fusion Ecoplay 1.25,17-11-2024 11:16,2,21
17-11-2024,W2580,TLTC,Tennis Labour,17-11-2024 11:16,2,56
17-11-2024,W2580,TLTC,Babolat VS Touch Natural 1.25 Full Set,17-11-2024 11:16,1,70
17-11-2024,T2768,TLTC,Wilson U.S. Open Regular Duty,17-11-2024 11:29,1,7.2
17-11-2024,F2818,TLTC,Tennis Labour,17-11-2024 11:36,2,56
17-11-2024,F2818,TLTC,1/2 Set Luxilon ALU Power Silver 1.25,17-11-2024 11:36,2,38
17-11-2024,F2818,TLTC,1/2 Set Wilson NXT Natural 1.30,17-11-2024 11:36,2,35
17-11-2024,3213,TLTC,Tennis Labour,17-11-2024 11:44,1,28
17-11-2024,B1643,TLTC,Jr. Clique TLTC Sweatpants White (L),17-11-2024 11:55,1,38
17-11-2024,N2662,TLTC,Wilson U.S. Open Regular Duty,17-11-2024 12:04,1,7.2
17-11-2024,M0760,TLTC,Wilson U.S. Open Extra Duty,17-11-2024 12:54,1,7.2
17-11-2024,C0808,TLTC,Tennis Labour,17-11-2024 12:57,1,28
17-11-2024,W2580,TLTC,Nike Court Multiplier Max Crew - BK (L),17-11-2024 13:12,1,26
17-11-2024,W2580,TLTC,"M Nike DF Victory Short 7"" - WH/BK (M)",17-11-2024 13:12,1,64
17-11-2024,W2580,TLTC,M Nike Court DF ADVTG TOP White (XL),17-11-2024 13:12,1,75
17-11-2024,B0864,TLTC,Head Raptor Eye Guard,17-11-2024 13:18,1,45
17-11-2024,D2800,TLTC,M K-Swiss Hypercourt Express 2 (HB) - WH/BK (US 10.5),17-11-2024 13:46,1,160
17-11-2024,B2816,TLTC,Wilson U.S. Open Regular Duty,17-11-2024 13:49,1,7.2
17-11-2024,C2896,TLTC,Wilson U.S. Open Regular Duty,17-11-2024 14:58,1,7.2
17-11-2024,M2804D,TLTC,Wilson U.S. Open Regular Duty,17-11-2024 15:11,1,7.2
17-11-2024,M0950B,TLTC,Wilson U.S. Open Extra Duty,17-11-2024 15:35,1,7.2
18-11-2024,W2453A,TLTC,Wilson U.S. Open Regular Duty,18-11-2024 06:33,1,7.2
18-11-2024,M2933,TLTC,Bottleworx TLTC Water Bottle,18-11-2024 07:34,1,42
18-11-2024,F0722,TLTC,Wilson U.S. Open Regular Duty,18-11-2024 07:57,1,7.2
18-11-2024,A1167A,TLTC,Wilson U.S. Open Extra Duty,18-11-2024 07:58,1,7.2
18-11-2024,C0813,TLTC,Wilson U.S. Open Regular Duty,18-11-2024 08:21,1,7.2
18-11-2024,G2823,TLTC,Wilson U.S. Open Regular Duty,18-11-2024 08:33,1,7.2
18-11-2024,C2904,TLTC,Classic TLTC Quarter-Zip - WH (L),18-11-2024 08:37,1,65
18-11-2024,P1968A,TLTC,Tennis Labour,18-11-2024 10:51,1,28
18-11-2024,P1968A,TLTC,Babolat VS Touch Natural 1.25 Full Set,18-11-2024 10:51,1,70
18-11-2024,P0608,TLTC,W Nike Zoom GP Challenge 1 White/L Blue (US 8),18-11-2024 11:45,1,210
18-11-2024,M1974,TLTC,Wilson Roland Garros,18-11-2024 11:57,1,7.2
18-11-2024,K1169A,TLTC,Wilson U.S. Open Extra Duty,18-11-2024 12:58,1,7.2
18-11-2024,L2813,TLTC,Wilson U.S. Open Extra Duty,18-11-2024 13:33,1,7.2
18-11-2024,L0187A,TLTC,Wilson U.S. Open Regular Duty,18-11-2024 14:31,1,7.2
18-11-2024,T2769,TLTC,Wilson U.S. Open Regular Duty,18-11-2024 15:03,2,14.4
18-11-2024,D2800,TLTC,Wilson U.S. Open Regular Duty,18-11-2024 15:36,1,7.2
18-11-2024,W2595,TLTC,Wilson U.S. Open Extra Duty,18-11-2024 16:25,1,7.2
18-11-2024,S0926,TLTC,Wilson U.S. Open Regular Duty,18-11-2024 16:27,1,7.2
18-11-2024,K2459,TLTC,Wilson U.S. Open Regular Duty,18-11-2024 17:24,1,7.2
19-11-2024,C1140,TLTC,Wilson U.S. Open Regular Duty,19-11-2024 04:59,1,7.2
19-11-2024,P2820,TLTC,Wilson U.S. Open Regular Duty,19-11-2024 05:27,1,7.2
19-11-2024,P1902A,TLTC,Wilson U.S. Open Regular Duty,19-11-2024 06:49,1,7.2
19-11-2024,M1828,TLTC,M Nike Court ADVTG Top - White/Black (M),19-11-2024 07:08,1,80
19-11-2024,H2770,TLTC,Men's K-Swiss Ultrashot 3 (US 11.5),19-11-2024 07:09,1,147
19-11-2024,M1478,TLTC,Thorlo TX Crew Sock  (L),19-11-2024 08:05,1,18
19-11-2024,E1858,TLTC,1/2 Set Babolat Xcel Natural 1.30,19-11-2024 09:31,2,35
19-11-2024,E1858,TLTC,Tennis Labour,19-11-2024 09:31,1,28
19-11-2024,S1783,TLTC,Tennis Labour,19-11-2024 09:33,2,56
19-11-2024,S1783,TLTC,1/2 Set Babolat RPM Blast Black 1.25,19-11-2024 09:33,4,70
19-11-2024,C1608A,TLTC,1/2 Set Wilson NXT Natural 1.30,19-11-2024 09:38,1,17.5
19-11-2024,C1608A,TLTC,Tennis Labour,19-11-2024 09:38,1,28
19-11-2024,C1608A,TLTC,1/2 Set Luxilon Element Rose Gold 1.25,19-11-2024 09:38,1,19
19-11-2024,M1954A,TLTC,Head Boom MP 2024 Alternate Mint/Teal (L2),19-11-2024 09:49,1,279
19-11-2024,M1954A,TLTC,Tennis Labour,19-11-2024 09:49,1,28
19-11-2024,M1954A,TLTC,Head Hawk Power Full Set  Petrol 1.25,19-11-2024 09:49,1,30
19-11-2024,S1839B,TLTC,Tennis Labour,19-11-2024 09:54,1,28
19-11-2024,S1839B,TLTC,1/2 Set Head Velocity MLT Black 1.30,19-11-2024 09:54,2,24
19-11-2024,S2814,TLTC,Squash Labour,19-11-2024 10:07,2,50
19-11-2024,S2814,TLTC,1/2 Set Ashaway SuperNick XL 1.25,19-11-2024 10:07,4,36
19-11-2024,H2770,TLTC,Tennis Labour,19-11-2024 10:14,1,28
19-11-2024,H2770,TLTC,Babolat VS Touch Natural 1.30 Full Set,19-11-2024 10:14,1,70
19-11-2024,R1290,TLTC,Tennis Labour,19-11-2024 10:18,1,28
19-11-2024,R1290,TLTC,1/2 Set Head RIP Control Black 1.30,19-11-2024 10:18,2,22
19-11-2024,B0551A,TLTC,Classic TLTC Quarter-Zip - WH (M),19-11-2024 10:50,1,65
19-11-2024,A1039,TLTC,1/2 Set Head RIP Control Black 1.30,19-11-2024 11:00,-2,-22
19-11-2024,A1039,TLTC,Tennis Labour,19-11-2024 11:00,-1,-28
19-11-2024,S2841A,TLTC,G Fila Full Coverage Tank White (XXS),19-11-2024 11:06,1,48
19-11-2024,S2841A,TLTC,G Fila Pleated Skort White (XXS),19-11-2024 11:06,1,55
19-11-2024,G0204,TLTC,M LW TLTC Solo Short White (L),19-11-2024 11:44,1,74
19-11-2024,G0204,TLTC,Fila Low Cut Sock (L),19-11-2024 11:44,2,26
19-11-2024,N1146,TLTC,Fila Low Cut Sock (M),19-11-2024 12:49,1,13
19-11-2024,G1417A,TLTC,Wilson Roland Garros,19-11-2024 12:56,1,7.2
19-11-2024,R2616C,TLTC,Head Headband White,19-11-2024 13:03,1,10
19-11-2024,H0261,TLTC,Wilson U.S. Open Regular Duty,19-11-2024 13:14,1,7.2
19-11-2024,F1941,TLTC,Wilson U.S. Open Regular Duty,19-11-2024 13:28,1,7.2
19-11-2024,M1397,TLTC,M K-Swiss Hypercourt Express 2 - WH/BK (US 12),19-11-2024 13:32,1,112
19-11-2024,L0931,TLTC,Wilson U.S. Open Regular Duty,19-11-2024 13:32,1,7.2
19-11-2024,M2804D,TLTC,1/2 Set Luxilon ALU Power Silver 1.25,19-11-2024 13:39,4,76
19-11-2024,M2804D,TLTC,Tennis Labour,19-11-2024 13:39,2,56
19-11-2024,P2795,TLTC,Squash Ball Doubles,19-11-2024 13:57,1,8
19-11-2024,C1833A,TLTC,Wilson U.S. Open Regular Duty,19-11-2024 14:20,1,7.2
19-11-2024,S2686A,TLTC,Tennis Labour,19-11-2024 15:29,0,3
19-11-2024,S2686A,TLTC,1/2 Set Head Velocity MLT Yellow 1.30,19-11-2024 15:29,-2,-24
19-11-2024,S2686A,TLTC,1/2 Set Babolat Xcel Natural 1.30,19-11-2024 15:29,2,35
19-11-2024,L1029,TLTC,Wilson U.S. Open Regular Duty,19-11-2024 15:42,1,7.2
19-11-2024,T1556A,TLTC,Wilson U.S. Open Regular Duty,19-11-2024 15:55,1,7.2
19-11-2024,S2608,TLTC,Wilson U.S. Open Regular Duty,19-11-2024 15:57,1,7.2
19-11-2024,W1870,TLTC,Wilson U.S. Open Regular Duty,19-11-2024 16:05,1,7.2
19-11-2024,L2822,TLTC,"M Nike DF Victory Short 7"" - WH/BK (M)",19-11-2024 16:06,1,64
19-11-2024,L1406,TLTC,M LW TLTC Nitro Jacket (L),19-11-2024 16:07,1,115
19-11-2024,B1122,TLTC,Wilson Roland Garros,19-11-2024 17:25,1,7.2
19-11-2024,K2615,TLTC,Wilson U.S. Open Regular Duty,19-11-2024 18:45,1,7.2
20-11-2024,W2595,TLTC,Wilson U.S. Open Extra Duty,20-11-2024 05:28,1,7.2
20-11-2024,S0936,TLTC,Wilson Roland Garros,20-11-2024 06:57,1,7.2
20-11-2024,K1840,TLTC,M Asics Gel-Resolution 9 - White/Black (US 11.5),20-11-2024 07:16,1,133
20-11-2024,F2814,TLTC,Wilson Roland Garros,20-11-2024 07:41,1,7.2
20-11-2024,D0242,TLTC,Wilson U.S. Open Extra Duty,20-11-2024 07:53,1,7.2
20-11-2024,A2786,TLTC,W Nike Heritage FLC Crew White/Black (M),20-11-2024 08:07,1,110
20-11-2024,R1888,TLTC,Wilson U.S. Open Extra Duty,20-11-2024 08:33,1,7.2
20-11-2024,S2841A,TLTC,Head Hydrosorb Pro  White,20-11-2024 08:39,1,15
20-11-2024,S2841A,TLTC,Tennis Labour,20-11-2024 08:39,1,28
20-11-2024,S2841A,TLTC,1/2 Set Tecnifibre X-One Biphase Natural 1.30,20-11-2024 08:39,2,35
20-11-2024,K2615,TLTC,1/2 Set Wilson Sensation  Natural 1.30,20-11-2024 09:01,1,12.5
20-11-2024,K2615,TLTC,Tennis Labour,20-11-2024 09:01,1,28
20-11-2024,K2615,TLTC,1/2 Set Head Lynx Tour Grey 1.25,20-11-2024 09:01,1,15
20-11-2024,A1604,TLTC,Tennis Labour,20-11-2024 09:10,1,28
20-11-2024,A1604,TLTC,1/2 Set Tecnifibre X-One Biphase Natural 1.30,20-11-2024 09:10,2,35
20-11-2024,L1029,TLTC,1/2 Set Head Lynx Tour Grey 1.30,20-11-2024 09:13,1,15
20-11-2024,L1029,TLTC,Tennis Labour,20-11-2024 09:13,1,28
20-11-2024,L1029,TLTC,1/2 Set Head Velocity MLT Black 1.30,20-11-2024 09:13,1,12
20-11-2024,Y2173,TLTC,Tennis Labour,20-11-2024 09:27,1,28
20-11-2024,Y2173,TLTC,1/2 Set Fusion Titanium 1.18,20-11-2024 09:27,2,18
20-11-2024,B1979,TLTC,1/2 Set Wilson NXT Natural 1.30,20-11-2024 10:12,1,17.5
20-11-2024,B1979,TLTC,1/2 Set Luxilon Element Rose Gold 1.25,20-11-2024 10:12,1,19
20-11-2024,B1979,TLTC,Tennis Labour,20-11-2024 10:12,1,28
20-11-2024,H2770A,TLTC,Tennis Labour,20-11-2024 11:12,1,28
20-11-2024,H2770A,TLTC,1/2 Set Polytour Pro  Yellow 1.20,20-11-2024 11:12,2,26
20-11-2024,L0697,TLTC,Wilson U.S. Open Regular Duty,20-11-2024 11:17,1,7.2
20-11-2024,D1489,TLTC,Tennis Labour,20-11-2024 11:53,1,28
20-11-2024,D1489,TLTC,1/2 Set Head Velocity MLT Black 1.30,20-11-2024 11:53,2,24
20-11-2024,B2793,TLTC,W LW TLTC Skye - WH (S),20-11-2024 11:56,1,70
20-11-2024,L0697,TLTC,Tennis Labour,20-11-2024 12:48,1,28
20-11-2024,S0847,TLTC,Wilson U.S. Open Regular Duty,20-11-2024 13:04,1,7.2
20-11-2024,D0376,TLTC,Wilson U.S. Open Regular Duty,20-11-2024 13:08,1,7.2
20-11-2024,R2675,TLTC,Wilson Rush Pro Jr. - WH/BL (K 13),20-11-2024 13:17,1,79.99
20-11-2024,C1892,TLTC,Wilson Roland Garros,20-11-2024 13:20,2,14.4
20-11-2024,L1029B,TLTC,Wilson U.S. Open Regular Duty,20-11-2024 13:35,1,7.2
20-11-2024,R2837,TLTC,Wilson U.S. Open Regular Duty,20-11-2024 14:19,1,7.2
20-11-2024,J1183,TLTC,Wilson U.S. Open Regular Duty,20-11-2024 14:23,1,7.2
20-11-2024,R2675,TLTC,Jr. Head Sprint Velcro 3.0 Kids - WH/BB (US 2),20-11-2024 15:34,1,90
20-11-2024,L0697,TLTC,Tennis Labour,20-11-2024 15:37,1,28
20-11-2024,M2758,TLTC,Tennis Labour,20-11-2024 15:46,1,28
20-11-2024,M2758,TLTC,1/2 Set Babolat RPM Blast Black 1.25,20-11-2024 15:46,2,35
20-11-2024,F1978C,TLTC,Tennis Labour,20-11-2024 15:51,2,56
20-11-2024,F1978C,TLTC,1/2 Set Tecnifibre 305 1.20,20-11-2024 15:51,4,60
20-11-2024,F1978C,TLTC,Karakal Replacement Grip Multicolour,20-11-2024 15:51,2,30
20-11-2024,M2784,TLTC,Wilson Syn Gut Power Full Set Pink 1.30,20-11-2024 16:42,1,15
20-11-2024,M2784,TLTC,Tennis Labour,20-11-2024 16:42,1,28
20-11-2024,H2493,TLTC,NC Tennis Labour,20-11-2024 16:43,1,0
20-11-2024,F1941,TLTC,Tennis Labour,20-11-2024 16:44,1,28
20-11-2024,F1941,TLTC,1/2 Set Wilson NXT Natural 1.30,20-11-2024 16:44,2,35
20-11-2024,M1879,TLTC,1/2 Set Wilson Sensation  Natural 1.30,20-11-2024 16:53,2,25
20-11-2024,M1879,TLTC,Tennis Labour,20-11-2024 16:53,1,28
20-11-2024,M1198,TLTC,Wilson U.S. Open Extra Duty,20-11-2024 17:01,1,7.2
20-11-2024,H0671,TLTC,Wilson U.S. Open Regular Duty,20-11-2024 17:02,1,7.2
20-11-2024,K2776,TLTC,Wilson U.S. Open Regular Duty,20-11-2024 17:05,1,7.2
20-11-2024,K2615,TLTC,Wilson U.S. Open Regular Duty,20-11-2024 17:22,1,7.2
21-11-2024,S2273,TLTC,Wilson U.S. Open Regular Duty,21-11-2024 04:57,1,7.2
21-11-2024,S2604,TLTC,Wilson U.S. Open Regular Duty,21-11-2024 06:02,1,7.2
21-11-2024,A2130,TLTC,Tennis Labour,21-11-2024 07:27,1,28
21-11-2024,A2130,TLTC,1/2 Set Babolat Syn Gut Force  Natural 1.30,21-11-2024 07:27,2,20
21-11-2024,T1416,TLTC,1/2 Set Wilson Sensation  Natural 1.30,21-11-2024 07:28,2,25
21-11-2024,T1416,TLTC,Tennis Labour,21-11-2024 07:28,1,28
21-11-2024,W2612A,TLTC,W K-Swiss Hypercourt Express 2 - WH/BK (US 9.5),21-11-2024 07:29,1,160
21-11-2024,C1668,TLTC,1/2 Set Head Velocity MLT Natural 1.25,21-11-2024 11:02,1,12
21-11-2024,C1668,TLTC,1/2 Set Fusion Titanium 1.18,21-11-2024 11:02,1,9
21-11-2024,C1668,TLTC,Tennis Labour,21-11-2024 11:02,1,28
21-11-2024,A1989A,TLTC,Tennis Labour,21-11-2024 11:03,2,56
21-11-2024,A1989A,TLTC,1/2 Set Head Velocity MLT Natural 1.25,21-11-2024 11:03,4,48
21-11-2024,C1296,TLTC,W Fila 13.5 Inch Skort White (S),21-11-2024 11:12,1,85
21-11-2024,C1296,TLTC,W Fila Double Tier Court Skort White (XS),21-11-2024 11:12,1,95
21-11-2024,C1296,TLTC,Fila Low Cut Sock (M),21-11-2024 11:12,2,26
21-11-2024,D2796,TLTC,Wilson U.S. Open Regular Duty,21-11-2024 13:00,1,7.2
21-11-2024,W2798,TLTC,M LW TLTC Original Polo - WH (S),21-11-2024 14:21,1,70
21-11-2024,W2798,TLTC,M LW TLTC Solo Short White (M),21-11-2024 14:21,1,74
21-11-2024,R1609A,TLTC,Wilson U.S. Open Regular Duty,21-11-2024 14:22,1,7.2
21-11-2024,H0453,TLTC,Wilson Roland Garros,21-11-2024 15:17,1,7.2
21-11-2024,E2792A,TLTC,1/2 Set Head Velocity MLT Natural 1.30,21-11-2024 15:33,1,12
21-11-2024,E2792A,TLTC,Tennis Labour,21-11-2024 15:33,1,28
21-11-2024,E2792A,TLTC,1/2 Set Head Hawk Touch Anthracite 1.25,21-11-2024 15:33,1,10
21-11-2024,W2821,TLTC,Wilson U.S. Open Regular Duty,21-11-2024 16:51,1,7.2
21-11-2024,Q2068,TLTC,M Nike Court ADVTG Top - White/Black (XL),21-11-2024 17:10,1,80
21-11-2024,K2615,TLTC,Wilson U.S. Open Regular Duty,21-11-2024 17:14,1,7.2
21-11-2024,C0316,TLTC,Wilson U.S. Open Regular Duty,21-11-2024 17:35,1,7.2
22-11-2024,M2939,TLTC,Wilson U.S. Open Regular Duty,22-11-2024 04:59,1,7.2
22-11-2024,L1788,TLTC,Wilson U.S. Open Extra Duty,22-11-2024 06:03,1,7.2
22-11-2024,G0323,TLTC,Wilson Roland Garros,22-11-2024 06:18,1,7.2
22-11-2024,S2676,TLTC,Wilson U.S. Open Regular Duty,22-11-2024 06:23,1,7.2
22-11-2024,M0568,TLTC,Wilson Roland Garros,22-11-2024 06:28,1,7.2
22-11-2024,A1167A,TLTC,Wilson U.S. Open Extra Duty,22-11-2024 06:31,1,7.2
22-11-2024,L1788,TLTC,Tennis Labour,22-11-2024 07:06,1,28
22-11-2024,L1788,TLTC,1/2 Set Head Lynx Tour Orange 1.25,22-11-2024 07:06,2,30
22-11-2024,A1604,TLTC,Tennis Labour,22-11-2024 07:20,1,28
22-11-2024,A1604,TLTC,1/2 Set Tecnifibre X-One Biphase Natural 1.30,22-11-2024 07:20,2,35
22-11-2024,F1102A,TLTC,Wilson U.S. Open Regular Duty,22-11-2024 08:10,1,7.2
22-11-2024,F0135,TLTC,Tennis Labour,22-11-2024 08:46,1,28
22-11-2024,F0135,TLTC,1/2 Set Wilson NXT Natural 1.30,22-11-2024 08:46,2,35
22-11-2024,D1942,TLTC,Wilson U.S. Open Regular Duty,22-11-2024 09:02,3,21.6
22-11-2024,L1788,TLTC,Head Boom MP 2024 Teal/Black (L3),22-11-2024 09:08,1,279
22-11-2024,L1788,TLTC,Tennis Labour,22-11-2024 09:08,1,28
22-11-2024,L1788,TLTC,1/2 Set Head Lynx Tour Orange 1.25,22-11-2024 09:08,2,30
22-11-2024,Z1148,TLTC,Wilson U.S. Open Regular Duty,22-11-2024 10:00,1,7.2
22-11-2024,W2580,TLTC,Wilson U.S. Open Regular Duty,22-11-2024 10:09,1,7.2
22-11-2024,C0813,TLTC,Fila Low Cut Sock (S),22-11-2024 11:16,1,13
22-11-2024,F0722,TLTC,Thorlo TX Crew Sock  (M),22-11-2024 13:26,1,18
22-11-2024,F0722,TLTC,Wilson U.S. Open Regular Duty,22-11-2024 13:34,1,7.2
